,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0864,0.227,0.38,0.704,-0.361,0.534
mkt-rf,0.9635,0.02,48.353,0.0,0.924,1.003
FX Factor,-0.0036,0.008,-0.449,0.653,-0.019,0.012
