,coef,std err,t,P>|t|,[0.025,0.975]
const,0.1087,0.151,0.718,0.474,-0.19,0.407
mkt-rf,0.972,0.036,26.973,0.0,0.901,1.043
FX Factor,-0.0041,0.006,-0.735,0.463,-0.015,0.007
