,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.2497,0.313,-0.798,0.426,-0.866,0.367
mkt-rf,0.9843,0.027,35.87,0.0,0.93,1.038
FX Factor,0.0087,0.011,0.787,0.432,-0.013,0.03
