,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0629,0.066,-0.957,0.339,-0.192,0.067
mkt-rf,0.9913,0.011,92.381,0.0,0.97,1.012
FX Factor,0.0018,0.002,0.837,0.403,-0.002,0.006
