,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0324,0.093,0.349,0.727,-0.15,0.215
mkt-rf,1.0126,0.015,66.839,0.0,0.983,1.042
FX Factor,-0.0007,0.003,-0.246,0.806,-0.007,0.005
