,coef,std err,t,P>|t|,[0.025,0.975]
const,0.4473,0.139,3.224,0.001,0.174,0.721
mkt-rf,1.0252,0.023,45.209,0.0,0.981,1.07
FX Factor,-0.0138,0.004,-3.077,0.002,-0.023,-0.005
