,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0453,0.08,-0.564,0.573,-0.203,0.113
mkt-rf,0.9987,0.013,76.147,0.0,0.973,1.025
FX Factor,0.0014,0.003,0.539,0.59,-0.004,0.006
