,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0143,0.068,0.21,0.834,-0.119,0.148
mkt-rf,1.0041,0.011,90.522,0.0,0.982,1.026
FX Factor,-0.0004,0.002,-0.174,0.862,-0.005,0.004
