,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1148,0.077,-1.494,0.136,-0.266,0.037
mkt-rf,1.0222,0.012,83.29,0.0,0.998,1.046
FX Factor,0.0048,0.003,1.569,0.118,-0.001,0.011
