,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0898,0.15,0.6,0.549,-0.205,0.385
mkt-rf,0.9633,0.024,39.385,0.0,0.915,1.012
FX Factor,-0.0038,0.005,-0.778,0.438,-0.013,0.006
