,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0771,0.051,-1.523,0.129,-0.177,0.023
mkt-rf,0.9852,0.008,119.101,0.0,0.969,1.002
FX Factor,0.0022,0.002,1.318,0.189,-0.001,0.005
