,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0076,0.064,0.119,0.906,-0.119,0.134
mkt-rf,0.9824,0.01,93.761,0.0,0.962,1.003
FX Factor,-0.0007,0.002,-0.333,0.739,-0.005,0.003
