,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0302,0.104,0.289,0.773,-0.176,0.236
mkt-rf,0.9865,0.017,57.759,0.0,0.953,1.02
FX Factor,-0.0013,0.003,-0.376,0.707,-0.008,0.005
