,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0642,0.133,-0.484,0.629,-0.326,0.197
mkt-rf,0.9946,0.012,85.562,0.0,0.972,1.018
FX Factor,0.0022,0.005,0.477,0.634,-0.007,0.011
