,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0119,0.102,-0.116,0.907,-0.213,0.189
mkt-rf,1.0036,0.016,61.641,0.0,0.972,1.036
FX Factor,0.0006,0.004,0.144,0.886,-0.007,0.009
