,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0165,0.137,0.121,0.904,-0.253,0.286
mkt-rf,0.9985,0.032,30.728,0.0,0.935,1.063
FX Factor,-0.0005,0.005,-0.102,0.919,-0.01,0.009
