,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.093,0.096,-0.964,0.336,-0.283,0.097
mkt-rf,0.9812,0.008,116.099,0.0,0.965,0.998
FX Factor,0.003,0.003,0.884,0.378,-0.004,0.01
