,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0914,0.131,-0.701,0.484,-0.349,0.166
mkt-rf,1.0064,0.021,48.25,0.0,0.965,1.048
FX Factor,0.0034,0.005,0.657,0.512,-0.007,0.014
