,coef,std err,t,P>|t|,[0.025,0.975]
const,0.1217,0.202,0.602,0.547,-0.276,0.52
mkt-rf,0.9897,0.018,55.894,0.0,0.955,1.025
FX Factor,-0.0046,0.007,-0.638,0.524,-0.019,0.01
