,coef,std err,t,P>|t|,[0.025,0.975]
const,42.687,24.876,1.716,0.087,-6.313,91.687
mkt-rf,-6.0625,3.975,-1.525,0.129,-13.893,1.768
FX Factor,-1.7018,0.984,-1.729,0.085,-3.64,0.237
