,coef,std err,t,P>|t|,[0.025,0.975]
const,0.2273,0.279,0.813,0.417,-0.323,0.778
mkt-rf,1.0236,0.024,41.812,0.0,0.975,1.072
FX Factor,-0.0077,0.01,-0.785,0.433,-0.027,0.012
