,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1574,0.107,-1.469,0.143,-0.369,0.054
mkt-rf,0.9817,0.009,104.517,0.0,0.963,1.0
FX Factor,0.0053,0.004,1.412,0.159,-0.002,0.013
