,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0018,0.206,-0.009,0.993,-0.407,0.404
mkt-rf,0.9982,0.018,55.35,0.0,0.963,1.034
FX Factor,5.438e-06,0.007,0.001,0.999,-0.014,0.014
