,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.543,0.188,-2.881,0.004,-0.914,-0.172
mkt-rf,0.9554,0.017,57.842,0.0,0.923,0.988
FX Factor,0.0187,0.007,2.817,0.005,0.006,0.032
