,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.2761,0.125,-2.214,0.028,-0.522,-0.03
mkt-rf,1.0544,0.03,35.545,0.0,0.996,1.113
FX Factor,0.0101,0.005,2.202,0.029,0.001,0.019
