,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0313,0.101,-0.311,0.756,-0.23,0.167
mkt-rf,1.0,0.024,41.757,0.0,0.953,1.047
FX Factor,0.0011,0.004,0.293,0.77,-0.006,0.008
