,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0772,0.079,-0.98,0.328,-0.232,0.078
mkt-rf,1.0037,0.013,77.981,0.0,0.978,1.029
FX Factor,0.0026,0.003,1.025,0.307,-0.002,0.008
