,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0499,0.259,-0.193,0.847,-0.561,0.461
mkt-rf,1.0113,0.023,44.517,0.0,0.967,1.056
FX Factor,0.002,0.009,0.223,0.824,-0.016,0.02
