,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.037,0.077,-0.479,0.632,-0.189,0.115
mkt-rf,1.0094,0.012,81.743,0.0,0.985,1.034
FX Factor,0.0016,0.003,0.533,0.595,-0.004,0.008
