,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0996,0.114,-0.872,0.384,-0.325,0.125
mkt-rf,1.022,0.027,37.622,0.0,0.968,1.075
FX Factor,0.0037,0.004,0.873,0.384,-0.005,0.012
