,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0082,0.086,-0.095,0.925,-0.178,0.162
mkt-rf,0.9849,0.014,69.814,0.0,0.957,1.013
FX Factor,-0.0001,0.003,-0.049,0.961,-0.006,0.005
