,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0645,0.055,-1.169,0.244,-0.173,0.044
mkt-rf,0.9966,0.009,110.525,0.0,0.979,1.014
FX Factor,0.002,0.002,1.105,0.27,-0.002,0.005
