,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0054,0.174,0.031,0.975,-0.338,0.348
mkt-rf,0.9991,0.015,65.468,0.0,0.969,1.029
FX Factor,-0.0002,0.006,-0.035,0.973,-0.012,0.012
