,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0319,0.117,0.273,0.785,-0.199,0.263
mkt-rf,0.9739,0.028,34.941,0.0,0.919,1.029
FX Factor,-0.0014,0.004,-0.327,0.744,-0.01,0.007
