,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0319,0.055,-0.581,0.562,-0.14,0.076
mkt-rf,1.0036,0.009,114.314,0.0,0.986,1.021
FX Factor,0.0012,0.002,0.575,0.566,-0.003,0.006
