,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0492,0.128,0.385,0.701,-0.203,0.301
mkt-rf,1.0095,0.021,48.27,0.0,0.968,1.051
FX Factor,-0.0013,0.004,-0.32,0.749,-0.009,0.007
