,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1187,0.073,-1.618,0.107,-0.263,0.026
mkt-rf,1.0242,0.017,58.705,0.0,0.99,1.059
FX Factor,0.0043,0.003,1.603,0.11,-0.001,0.01
