,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.2538,0.173,-1.467,0.144,-0.595,0.087
mkt-rf,0.9929,0.015,65.491,0.0,0.963,1.023
FX Factor,0.009,0.006,1.474,0.142,-0.003,0.021
