,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0064,0.09,0.071,0.943,-0.171,0.184
mkt-rf,0.9908,0.008,125.387,0.0,0.975,1.006
FX Factor,-0.0004,0.003,-0.123,0.902,-0.007,0.006
