,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0083,0.082,0.101,0.92,-0.154,0.171
mkt-rf,0.9723,0.02,49.606,0.0,0.934,1.011
FX Factor,-0.0007,0.003,-0.219,0.827,-0.007,0.005
