,coef,std err,t,P>|t|,[0.025,0.975]
const,0.1316,0.164,0.804,0.422,-0.191,0.454
mkt-rf,1.0184,0.039,26.142,0.0,0.942,1.095
FX Factor,-0.0042,0.006,-0.692,0.49,-0.016,0.008
