,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.2767,0.127,-2.188,0.03,-0.526,-0.027
mkt-rf,0.9794,0.021,47.364,0.0,0.939,1.02
FX Factor,0.0085,0.004,2.079,0.039,0.0,0.017
