,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0095,0.121,-0.078,0.938,-0.248,0.229
mkt-rf,1.003,0.019,51.759,0.0,0.965,1.041
FX Factor,0.0004,0.005,0.081,0.935,-0.009,0.01
