,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.2187,0.288,-0.759,0.449,-0.786,0.349
mkt-rf,0.9582,0.025,37.937,0.0,0.908,1.008
FX Factor,0.0073,0.01,0.717,0.474,-0.013,0.027
