,coef,std err,t,P>|t|,[0.025,0.975]
const,0.3642,0.382,0.953,0.342,-0.389,1.117
mkt-rf,1.016,0.034,30.32,0.0,0.95,1.082
FX Factor,-0.0127,0.014,-0.939,0.349,-0.039,0.014
