,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0199,0.116,0.172,0.863,-0.208,0.248
mkt-rf,0.9822,0.01,96.935,0.0,0.962,1.002
FX Factor,-0.001,0.004,-0.251,0.802,-0.009,0.007
