,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1651,0.065,-2.543,0.012,-0.293,-0.037
mkt-rf,1.026,0.01,98.877,0.0,1.006,1.046
FX Factor,0.0066,0.003,2.568,0.011,0.002,0.012
