,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0857,0.116,0.736,0.463,-0.144,0.315
mkt-rf,0.9697,0.019,50.978,0.0,0.932,1.007
FX Factor,-0.0035,0.004,-0.922,0.358,-0.011,0.004
