,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.156,0.222,-0.703,0.483,-0.593,0.281
mkt-rf,0.9593,0.019,49.315,0.0,0.921,0.998
FX Factor,0.0049,0.008,0.627,0.531,-0.011,0.02
