,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0145,0.084,-0.171,0.864,-0.181,0.152
mkt-rf,0.9945,0.014,73.66,0.0,0.968,1.021
FX Factor,0.0002,0.003,0.072,0.942,-0.006,0.007
