,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0197,0.208,-0.095,0.925,-0.43,0.39
mkt-rf,0.9965,0.018,54.656,0.0,0.961,1.032
FX Factor,0.0006,0.007,0.083,0.934,-0.014,0.015
