,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0587,0.085,-0.692,0.489,-0.226,0.108
mkt-rf,1.0153,0.02,50.305,0.0,0.976,1.055
FX Factor,0.0022,0.003,0.691,0.49,-0.004,0.008
