,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0302,0.134,-0.225,0.822,-0.295,0.235
mkt-rf,0.9912,0.012,84.11,0.0,0.968,1.014
FX Factor,0.0009,0.005,0.189,0.851,-0.008,0.01
