,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0264,0.083,-0.32,0.749,-0.189,0.136
mkt-rf,0.9961,0.013,73.864,0.0,0.969,1.023
FX Factor,0.0008,0.003,0.289,0.773,-0.004,0.006
