,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0036,0.088,-0.041,0.968,-0.178,0.17
mkt-rf,1.0124,0.021,48.161,0.0,0.971,1.054
FX Factor,0.0002,0.003,0.074,0.941,-0.006,0.007
