,coef,std err,t,P>|t|,[0.025,0.975]
const,0.1919,0.093,2.059,0.041,0.008,0.375
mkt-rf,1.0,0.015,65.655,0.0,0.97,1.03
FX Factor,-0.0062,0.003,-2.064,0.04,-0.012,-0.0
