,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0017,0.051,0.033,0.974,-0.099,0.103
mkt-rf,0.9988,0.008,122.012,0.0,0.983,1.015
FX Factor,-0.0001,0.002,-0.051,0.96,-0.004,0.004
