,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1444,0.105,-1.381,0.169,-0.35,0.062
mkt-rf,0.985,0.009,107.539,0.0,0.967,1.003
FX Factor,0.0049,0.004,1.33,0.185,-0.002,0.012
