,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.2512,0.178,-1.412,0.159,-0.602,0.099
mkt-rf,1.0745,0.042,25.381,0.0,0.991,1.158
FX Factor,0.0095,0.007,1.453,0.147,-0.003,0.022
