,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1909,0.159,-1.204,0.23,-0.503,0.122
mkt-rf,0.9993,0.026,38.557,0.0,0.948,1.05
FX Factor,0.0062,0.005,1.204,0.23,-0.004,0.016
