,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0612,0.061,-1.004,0.317,-0.181,0.059
mkt-rf,1.01,0.01,103.6,0.0,0.991,1.029
FX Factor,0.0025,0.002,1.04,0.299,-0.002,0.007
