,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0684,0.14,0.488,0.626,-0.207,0.344
mkt-rf,0.9959,0.012,81.155,0.0,0.972,1.02
FX Factor,-0.0025,0.005,-0.509,0.611,-0.012,0.007
