,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.022,0.124,-0.177,0.859,-0.267,0.222
mkt-rf,0.9796,0.02,48.299,0.0,0.94,1.02
FX Factor,0.0003,0.004,0.068,0.946,-0.008,0.008
