,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1845,0.197,-0.939,0.349,-0.572,0.203
mkt-rf,0.9965,0.017,57.843,0.0,0.963,1.03
FX Factor,0.0066,0.007,0.946,0.345,-0.007,0.02
